analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
DIVARASIB,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIVIGEL,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DOANS EXTRA STRENGTH,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOBUTAMINE,0.0,61.0,543.0,399910.0,61.0,5.98216168914219,0.369504341299076,96.84935865496429,1.4205993768702245,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,61,0,0,,,,,,,,0.08270122892083673,0.30171479648651484,False,False,False,False,False,uncertain,False,,False,,
DOBUTAMINE HYDROCHLORIDE,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
DOCETAXEL,0.0,1195.0,543.0,398776.0,1195.0,0.3068671732428068,0.019157621894632944,4.91540455970749,1.4151603810768145,0.0,462.0,543.0,399509.0,462.0,0.7946681916507123,0.04956537095100665,12.74070026522393,1.4156286913009692,1195,0,11,,,,,,,,1.620130632137703,5.910642324612873,False,False,False,False,False,uncertain,False,,False,,
DOCETAXEL ANHYDROUS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCIVYX,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOCONEXENT,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,0.0,0.0,0.0,0.0,,,,,17,0,0,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
DOCONEXENT\ ICOSAPENT\ FISH OIL\ OMEGA-3 FATTY ACIDS,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOCONEXENT\ICOSAPENT,0.0,16.0,543.0,399955.0,16.0,22.299657104624906,1.3361211561739794,372.17785579251546,1.4361227270979178,0.0,0.0,0.0,0.0,0.0,,,,,16,0,0,,,,,,,,0.021692125618580124,0.07913830727515143,False,False,False,False,False,uncertain,False,,False,,
DOCONEXENT\ICOSAPENT\OMEGA-3 FATTY ACIDS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCONEXENT\VITAMINS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCOSANOL,0.0,21.0,543.0,399950.0,21.0,17.11347639117691,1.035309204652157,282.8827106678418,1.4312072018472148,0.0,21.0,543.0,399950.0,21.0,17.11347639117691,1.035309204652157,282.8827106678418,1.4312072018472148,21,0,0,,,,,,,,0.028470914874386414,0.10386902829863626,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE,0.0,21.0,543.0,399950.0,21.0,17.11347639117691,1.035309204652157,282.8827106678418,1.4312072018472148,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,21,0,0,,,,,,,,0.028470914874386414,0.10386902829863626,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE CALCIUM,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM,0.0,33.0,543.0,399938.0,33.0,10.98294635378764,0.6720713501165121,179.48259599113297,1.4253747482876338,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,33,0,0,,,,,,,,0.04474000908832151,0.16322275875499984,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM - SENNOSIDES,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM SENNOSIDES,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM\PHENOLPHTHALEIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM\SENNA LEAF,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM\SENNOSIDE A\SENNOSIDE B,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM\SENNOSIDE B,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,0.0,0.0,0.0,0.0,,,,,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM\SENNOSIDES,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,0.0,0.0,0.0,0.0,,,,,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
DOCUSATE SODIUM\SENNOSIDES A AND B,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
DOFETILIDE,0.0,28.0,543.0,399943.0,28.0,12.909940444487484,0.7871509708601212,211.73392201764915,1.4272106172721546,0.0,23.0,543.0,399948.0,23.0,15.656932020591517,0.9497651277443778,258.1054127346329,1.4298236318561188,28,0,0,,,,,,,,0.037961219832515214,0.138492037731515,False,False,False,False,False,uncertain,False,,False,,
DOG EPITHELIA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,1,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOJOLVI,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,17,0,0,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
DOLASETRON MESYLATE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOLIPRANE,0.0,37.0,543.0,399934.0,37.0,9.811333946642135,0.6016940241564135,159.98542439821279,1.4242573831576415,0.0,0.0,0.0,0.0,0.0,,,,,37,0,0,,,,,,,,0.050163040492966535,0.1830073355737877,False,False,False,False,False,uncertain,False,,False,,
DOLOPHINE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DOLUTEGRAVIR,0.0,168.0,543.0,399803.0,168.0,2.1828160701465116,0.13579256407275742,35.0879742836062,1.4169605307603184,0.0,41.0,543.0,399930.0,41.0,8.86557453364516,0.5446566895678135,144.30817305114823,1.4233547738984695,168,0,0,,,,,,,,0.2277673189950913,0.83095222638909,False,False,False,False,False,uncertain,False,,False,,
DOLUTEGRAVIR SODIUM,0.0,44.0,543.0,399927.0,44.0,8.267833331610555,0.508502994432428,134.42805400898004,1.4227840092468396,0.0,0.0,0.0,0.0,0.0,,,,,44,0,0,,,,,,,,0.05965334545109534,0.21763034500666645,False,False,False,False,False,uncertain,False,,False,,
DOLUTEGRAVIR SODIUM\LAMIVUDINE,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
DOLUTEGRAVIR SODIUM\RILPIVIRINE HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOLUTEGRAVIR\LAMIVUDINE\TENOFOVIR,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DOLUTEGRAVIR\LAMIVUDINE\TENOFOVIR DISOPROXIL FUMARATE,0.0,56.0,543.0,399915.0,56.0,6.511637941561983,0.4018098813821447,105.52609740740388,1.42110574623264,0.0,43.0,543.0,399928.0,43.0,8.457919614249914,0.5200089652705081,137.56763628854026,1.4229655416056375,56,0,0,,,,,,,,0.07592243966503043,0.27698407546303,False,False,False,False,False,uncertain,False,,False,,
DOMINAL (PROTHIPENDYL HYDROCHLORIDE),0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
DOMPERIDONE,0.0,120.0,543.0,399851.0,120.0,3.0526860253390695,0.18959684867044077,49.15109103684863,1.41779447823658,0.0,0.0,0.0,0.0,0.0,,,,,120,0,0,,,,,,,,0.16269094213935092,0.5935373045636357,False,False,False,False,False,uncertain,False,,False,,
DOMPERIDONE MALEATE,0.0,425.0,543.0,399546.0,425.0,0.863849770333511,0.05387338052634873,13.851672540584039,1.4156950962349755,0.0,0.0,0.0,0.0,0.0,,,,,425,0,0,,,,,,,,0.5761970867435345,2.10211128699621,False,False,False,False,False,uncertain,False,,False,,
DOMPERIDONE\DOMPERIDONE MALEATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOMPERIDONE\PANTOPRAZOLE SODIUM,0.0,40.0,543.0,399931.0,40.0,9.084500323690756,0.5578778353762961,147.93229072359748,1.4235637621321475,0.0,0.0,0.0,0.0,0.0,,,,,40,0,0,,,,,,,,0.05423031404645031,0.19784576818787858,False,False,False,False,False,uncertain,False,,False,,
DOMPERIDONE\RABEPRAZOLE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOMVANALIMAB,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DONAFENIB,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DONANEMAB,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
DONEPEZIL,0.0,147.0,543.0,399824.0,147.0,2.493720861335038,0.1550432696035238,40.1090853550745,1.4172586526521014,0.0,73.0,543.0,399898.0,73.0,5.005332031616694,0.3097347269003161,80.88647016577895,1.4196647030951888,147,0,0,,,,,,,,0.1992964041207049,0.7270831980904539,False,False,False,False,False,uncertain,False,,False,,
DONEPEZIL HYDROCHLORIDE,0.0,55.0,543.0,399916.0,55.0,6.628981327233397,0.40896077825476923,107.45136397758354,1.4212179442094537,0.0,33.0,543.0,399938.0,33.0,10.98294635378764,0.6720713501165121,179.48259599113297,1.4253747482876338,55,0,0,,,,,,,,0.07456668181386918,0.27203793125833303,False,False,False,False,False,uncertain,False,,False,,
DONEPEZIL HYDROCHLORIDE ODT,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DOPAMINE,0.0,15.0,543.0,399956.0,15.0,23.738404012226606,1.418537873202505,397.2483468315911,1.437483410585008,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,15,0,0,,,,,,,,0.020336367767418866,0.07419216307045447,False,False,False,False,False,uncertain,False,,False,,
DOPAMINE HYDROCHLORIDE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DOPTELET,0.0,71.0,543.0,399900.0,71.0,5.145367052450769,0.3183165956969954,83.17129066574716,1.4197987325712713,0.0,65.0,543.0,399906.0,65.0,5.616782656937997,0.3471734862398072,90.87170727515692,1.420249838077785,71,0,0,,,,,,,,0.0962588074324493,0.3511762385334845,False,False,False,False,False,uncertain,False,,False,,
DORAL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DORAVIRINE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DORAVIRINE\LAMIVUDINE\TENOFOVIR DISOPROXIL FUMARATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DORIPENEM,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DORNASE ALFA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DORYX,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE AND TIMOLOL,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE HYDROCHLORIDE,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,20,0,0,,,,,,,,0.027115157023225155,0.09892288409393929,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE OPHTHALMIC SOLUTION,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,24,0,0,,,,,,,,0.032538188427870186,0.11870746091272716,False,False,False,False,False,uncertain,False,,False,,
DORZOLAMIDE\TIMOLOL,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
DOSTARLIMAB,0.0,79.0,543.0,399892.0,79.0,4.627501692385135,0.28655729657247103,74.72771473334895,1.4193030132523503,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,79,0,0,,,,,,,,0.10710487024173937,0.3907453921710602,False,False,False,False,False,uncertain,False,,False,,
DOSTINEX,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
DOSULEPIN HYDROCHLORIDE,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,0.0,0.0,0.0,0.0,,,,,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
DOTAREM,1.0,40.0,542.0,399931.0,41.0,18.447001845018452,2.5313823806189646,134.42926666294778,1.0133348503241704,1.0,36.0,542.0,399935.0,37.0,20.496873718737188,2.8051344812146324,149.76887384734047,1.0147045366185559,41,1,1,,,,,,,,0.05558607189761157,0.20279191239257555,False,False,False,False,False,uncertain,False,,False,,
DOTHIEPIN,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
