scenario,split_type,threshold_type,metric,n,mean,sd,median,q025,q975
no_negative_expanded,random,train_youden,roc_auc,100,0.8729644286708765,0.10218529579824605,0.8962962962962964,0.6470695970695971,1.0
no_negative_expanded,random,train_youden,pr_auc,100,0.9566603818266914,0.03986747555341048,0.969824568690621,0.8451998184162686,1.0
no_negative_expanded,random,train_youden,balanced_accuracy,100,0.653108889068448,0.14184220486763816,0.6538461538461539,0.4628434065934066,0.9642857142857143
no_negative_expanded,random,train_youden,accuracy,100,0.7982522870935509,0.07780660573309456,0.8043247075505139,0.6628205128205127,0.9465573489010988
no_negative_expanded,random,train_youden,sensitivity,100,0.9533911603102782,0.06710247549517827,1.0,0.7996794871794872,1.0
no_negative_expanded,random,train_youden,specificity,100,0.3528266178266178,0.30172974124886165,0.3333333333333333,0.0,1.0
no_negative_expanded,random,train_youden,precision,100,0.8157957231634595,0.0788498864225604,0.8024691358024691,0.7142857142857142,1.0
no_negative_expanded,random,train_youden,f1,100,0.875400296001997,0.04845241011676253,0.8766891891891891,0.787140376984127,0.9629629629629629
no_negative_expanded,random,train_youden,mcc,100,0.3592254559520825,0.3106146860419107,0.47140452079103135,-0.14791889228176042,0.8812554670395609
no_negative_expanded,random,train_youden,brier,100,0.15651392242110707,0.024007358789287087,0.1538091057666227,0.10353887512095132,0.1964918349966281
no_negative_expanded,scaffold,fixed_0.5,roc_auc,98,0.8652522706596737,0.12418982371520934,0.8728146853146853,0.6418040293040292,1.0
no_negative_expanded,scaffold,fixed_0.5,pr_auc,98,0.9457056900621925,0.06873682977461375,0.9606141001294782,0.7959236368632576,1.0
no_negative_expanded,scaffold,fixed_0.5,balanced_accuracy,98,0.5602465330065467,0.12693221978250507,0.5,0.46902777777777777,1.0
no_negative_expanded,scaffold,fixed_0.5,accuracy,98,0.7497358711988635,0.13505502220984403,0.7723285486443381,0.4304716981132075,1.0
no_negative_expanded,scaffold,fixed_0.5,sensitivity,98,0.9950595689204063,0.018835753229167588,1.0,0.9274358974358975,1.0
no_negative_expanded,scaffold,fixed_0.5,specificity,98,0.12543349709268709,0.25632769687247026,0.0,0.0,1.0
no_negative_expanded,scaffold,fixed_0.5,precision,98,0.7485591391129442,0.13830755093960426,0.7735042735042735,0.4304716981132075,1.0
no_negative_expanded,scaffold,fixed_0.5,f1,98,0.8463792277437289,0.09628441936418419,0.8634408602150537,0.601007326007326,1.0
no_negative_expanded,scaffold,fixed_0.5,mcc,98,0.14960188892849358,0.28854029629631955,0.0,-0.09964609623226083,1.0
